City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
479,The Valley,AI,18.217,-63.0578,85.86,69,20,16.11,few clouds
480,Nizwa,OM,22.9333,57.5333,80.78,48,0,5.41,clear sky
481,Port-Gentil,GA,-0.7193,8.7815,81.75,82,100,7.67,moderate rain
482,Fairbanks,US,64.8378,-147.7164,48.31,76,20,1.99,few clouds
483,Muli,MV,2.9167,73.5667,84.2,76,60,15.28,broken clouds
484,Revda,RU,56.801,59.9303,31.24,81,87,5.66,overcast clouds
485,Mogadishu,SO,2.0371,45.3438,82.26,80,82,14.94,light rain
486,Bud,US,39.447,-86.1758,71.74,90,100,7.05,overcast clouds
487,Tamiahua,MX,21.2667,-97.45,88.41,66,42,11.7,scattered clouds
488,Leshukonskoye,RU,64.8989,45.7622,35.89,99,100,6.22,overcast clouds
489,Auki,SB,-8.7676,160.7034,77.65,88,14,4.34,few clouds
490,Rochefort,FR,45.9167,-1.0,62.65,76,13,6.29,few clouds
491,Karmala,IN,18.4167,75.2,90.39,29,83,15.57,broken clouds
492,Coihaique,CL,-45.5752,-72.0662,52.41,76,75,5.75,broken clouds
493,Mantua,IT,45.1667,10.7833,60.04,84,100,5.01,light rain
494,Taft,IR,31.7471,54.2088,62.55,52,100,9.22,light rain
495,Taltal,CL,-25.4,-70.4833,65.61,76,100,5.61,overcast clouds
496,Batesville,US,35.7698,-91.641,69.62,72,100,11.99,overcast clouds
497,Muzhi,RU,65.3667,64.6667,14.86,87,7,6.96,clear sky
498,Basud,PH,14.065,122.9642,79.38,86,36,7.61,scattered clouds
499,Jumla,NP,29.2747,82.1838,51.55,92,38,1.74,scattered clouds
500,Jalpan,MX,21.2333,-99.4833,91.87,46,5,5.39,clear sky
501,Vardo,NO,70.3705,31.1107,39.18,75,0,14.97,clear sky
502,Judaberg,NO,59.1659,5.8732,49.17,95,100,7.29,light rain
503,Mungwi,ZM,-10.1732,31.3694,60.37,91,11,4.47,few clouds
504,Caucaia,BR,-3.7361,-38.6531,84.15,73,75,13.8,heavy intensity rain
505,Chiredzi,ZW,-21.05,31.6667,68.04,52,0,5.06,clear sky
506,North Platte,US,41.1239,-100.7654,72.25,52,0,16.11,clear sky
507,Olavarria,AR,-36.8927,-60.3225,72.01,54,0,6.29,clear sky
508,Zarasai,LT,55.7333,26.25,46.99,95,42,5.97,scattered clouds
509,Boralday,KZ,43.3578,76.8594,64.26,77,75,4.47,broken clouds
510,Ucluelet,CA,48.9329,-125.5528,55.09,70,99,2.95,overcast clouds
511,Tigzirt,DZ,36.8886,4.1198,59.45,78,20,3.38,few clouds
512,Tsiroanomandidy,MG,-18.7667,46.0333,66.79,82,65,5.01,broken clouds
513,Taree,AU,-31.9,152.4667,53.53,94,41,6.91,scattered clouds
514,Stykkisholmur,IS,65.0757,-22.7297,38.97,74,100,9.89,overcast clouds
515,Khash,IR,28.2211,61.2158,78.26,25,53,15.75,broken clouds
516,Grindavik,IS,63.8424,-22.4338,41.47,75,75,24.16,broken clouds
517,Ponnani,IN,10.767,75.9252,79.92,83,33,6.08,scattered clouds
518,Santiago Del Estero,AR,-27.7951,-64.2615,76.41,30,100,9.17,overcast clouds
519,Mahebourg,MU,-20.4081,57.7,77.29,73,40,12.66,scattered clouds
520,Puerto Varas,CL,-41.3195,-72.9854,61.02,72,75,5.75,broken clouds
521,Azul,AR,-36.777,-59.8585,72.34,36,0,6.58,clear sky
522,Fukue,JP,32.6881,128.8419,66.79,93,84,7.74,broken clouds
523,Lodeynoye Pole,RU,60.726,33.5531,46.94,89,24,7.63,few clouds
524,Catalina,US,32.5056,-110.9211,91.49,9,0,3.0,clear sky
525,Kloulklubed,PW,7.0419,134.2556,75.7,78,61,16.98,broken clouds
526,Bathsheba,BB,13.2167,-59.5167,84.81,70,40,18.41,scattered clouds
527,Nam Som,TH,17.7704,102.1895,77.9,82,90,0.6,overcast clouds
528,Lorengau,PG,-2.0226,147.2712,81.79,80,59,9.33,broken clouds
529,Ambon,ID,-3.6954,128.1814,77.14,94,20,3.44,few clouds
530,Bunia,CD,1.5667,30.25,64.49,92,100,3.36,light rain
531,Birin,NP,26.8865,88.0718,60.28,75,0,4.68,clear sky
532,Nantucket,US,41.2835,-70.0995,62.74,74,0,8.05,clear sky
533,Novobirilyussy,RU,56.9514,90.6661,48.96,55,33,9.01,scattered clouds
534,Sandwick,GB,60.0,-1.25,48.02,71,20,17.27,few clouds
535,Yaounde,CM,3.8667,11.5167,69.6,97,100,2.93,light rain
536,Tortoli,IT,39.9256,9.6572,58.82,94,40,18.41,thunderstorm with light rain
537,Wana,PK,32.2989,69.5725,74.16,31,0,3.44,clear sky
538,Marzuq,YE,14.4,46.4667,76.55,34,0,6.89,clear sky
539,Usinsk,RU,65.9939,57.5281,21.29,86,76,9.82,broken clouds
540,Lianran,CN,24.9227,102.485,54.14,81,46,2.51,scattered clouds
541,Dodola,ET,6.9833,39.1833,55.67,59,18,4.18,few clouds
542,Naron,ES,43.5167,-8.1528,67.68,70,91,13.33,overcast clouds
543,Mitzic,GA,0.7821,11.549,71.83,95,100,1.45,moderate rain
544,Marsa Matruh,EG,31.3525,27.2453,64.09,64,7,13.2,clear sky
545,Nhulunbuy,AU,-12.2333,136.7667,79.41,78,40,12.66,scattered clouds
546,Kautokeino,NO,69.0125,23.0412,38.57,98,100,20.13,light rain
547,Osypenko,UA,46.9136,36.8253,50.29,57,100,12.1,overcast clouds
548,Saint Augustine,US,29.8947,-81.3145,91.11,49,0,11.5,clear sky
549,West Bay,KY,19.3667,-81.4167,86.07,62,20,9.22,few clouds
550,Qazvin,IR,36.2797,50.0049,59.7,55,1,5.77,clear sky
551,Anloga,GH,5.7947,0.8973,79.66,73,100,3.98,overcast clouds
552,Rokytne,UA,51.2796,27.214,51.4,70,100,7.38,overcast clouds
553,Barroso,BR,-21.1869,-43.9758,71.78,57,1,4.85,clear sky
554,Sai Buri,TH,6.7013,101.6168,79.84,89,100,8.21,overcast clouds
555,Mecca,SA,21.4267,39.8261,79.38,40,0,9.62,clear sky
556,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.64,78,100,9.4,overcast clouds
557,Hammond,US,41.5834,-87.5,53.35,96,100,13.8,drizzle
558,Nyurba,RU,63.2842,118.3319,33.39,97,100,5.17,overcast clouds
559,Maple Creek,CA,49.9168,-109.4848,64.45,25,3,31.07,clear sky
560,Pitkyaranta,RU,61.5734,31.4792,42.78,79,60,8.03,broken clouds
561,Hinundayan,PH,10.3523,125.2506,80.38,84,100,7.63,overcast clouds
562,Svetlaya,RU,46.5389,138.3297,43.99,76,100,6.11,overcast clouds
563,Cidreira,BR,-30.1811,-50.2056,66.99,60,28,5.12,scattered clouds
564,Nalut,LY,30.3333,10.85,73.38,28,0,10.56,clear sky
565,Konyshevka,RU,51.8418,35.2941,45.16,67,7,5.5,clear sky
566,Ust-Nera,RU,64.5667,143.2,27.07,96,100,4.81,overcast clouds
567,Along,IN,28.1667,94.7667,67.75,93,0,2.08,clear sky
568,Clarence Town,AU,-32.5833,151.7833,50.81,78,0,4.0,clear sky
569,Hatillo,PR,18.4863,-66.8254,86.11,73,16,8.01,few clouds
570,Porto Seguro,BR,-16.4497,-39.0647,84.72,65,20,11.5,few clouds
571,Shush,IR,32.1942,48.2436,83.5,17,4,4.65,clear sky
572,Hamilton,US,39.1834,-84.5333,73.89,80,100,3.44,thunderstorm
573,Dashitou,CN,43.3067,128.5114,36.93,65,100,1.32,overcast clouds
574,Tromso,NO,69.6496,18.957,46.38,76,75,10.36,light intensity shower rain
575,Hailey,US,43.5196,-114.3153,55.99,53,99,8.99,overcast clouds
576,Kindu,CD,-2.95,25.95,69.12,99,90,2.33,light rain
577,Zerind,RO,46.6167,21.5167,60.94,65,100,5.82,overcast clouds
578,Ulsteinvik,NO,62.3432,5.8487,50.16,89,100,5.99,light rain
579,Three Hills,CA,51.7001,-113.2686,60.87,39,100,3.44,overcast clouds
580,Kaeo,NZ,-35.1,173.7833,52.32,95,6,5.44,clear sky
581,Baryshivka,UA,50.361,31.3217,49.01,60,92,6.62,overcast clouds
582,Salmas,IR,38.1973,44.7653,52.0,58,96,1.28,overcast clouds
583,Raga,SS,8.4596,25.678,81.79,56,100,4.59,overcast clouds
584,Newark,US,40.7357,-74.1724,58.84,85,100,8.05,moderate rain
585,La Baule-Escoublac,FR,47.2922,-2.364,62.26,74,0,9.22,clear sky
586,Porto Novo,BJ,6.4965,2.6036,76.84,84,100,6.11,overcast clouds
587,Muisne,EC,0.6,-80.0333,81.18,70,18,7.49,few clouds
588,Ayorou,NE,14.7308,0.9174,98.73,16,93,4.54,overcast clouds
589,Trelew,AR,-43.249,-65.3051,71.35,28,69,11.43,broken clouds
590,Banjarmasin,ID,-3.3244,114.591,77.14,93,88,1.88,overcast clouds
591,Starachowice,PL,51.0374,21.0713,59.65,84,100,4.63,overcast clouds
592,Barentu,ER,15.1139,37.5928,86.99,26,0,9.53,clear sky
593,Gainesville,US,29.6516,-82.3248,90.01,52,40,19.57,scattered clouds
594,Pietarsaari,FI,63.65,22.6833,51.93,67,60,10.49,broken clouds
595,Pangnirtung,CA,66.1451,-65.7125,14.0,85,20,5.75,few clouds
596,Phangnga,TH,8.4509,98.5298,78.84,95,100,2.98,overcast clouds
597,Parana,AR,-31.732,-60.5238,73.56,72,100,6.73,overcast clouds
598,Parrita,CR,9.5201,-84.3225,81.86,76,98,4.52,overcast clouds
599,Sarahan,IN,31.5167,77.8,53.4,61,2,6.26,clear sky
600,Half Moon Bay,US,37.4636,-122.4286,77.88,71,100,5.75,overcast clouds
601,Kamina,CD,-8.7386,24.9906,66.24,80,100,3.0,overcast clouds
602,Avera,US,33.194,-82.5271,85.55,62,100,16.64,overcast clouds
603,Le Port,RE,-20.9373,55.2919,75.2,70,44,11.88,scattered clouds
604,Ulaangom,MN,49.9811,92.0667,54.16,31,0,3.24,clear sky
605,Maba,CN,24.6841,113.5984,71.89,91,100,0.31,moderate rain
606,Hirara,JP,24.8,125.2833,76.95,84,63,6.91,broken clouds
607,Indian Head,US,38.6001,-77.1622,65.95,83,75,6.91,broken clouds
608,Bulawayo,ZW,-20.15,28.5833,64.18,41,69,5.53,broken clouds
609,Obihiro,JP,42.9172,143.2044,48.38,72,71,1.68,broken clouds
610,Ketchikan,US,55.3422,-131.6461,44.58,73,97,0.54,light rain
611,Saint Pete Beach,US,27.7253,-82.7412,90.19,68,33,5.01,scattered clouds
612,Flin Flon,CA,54.7682,-101.865,60.64,51,100,6.91,overcast clouds
613,Coacoyul,MX,17.8058,-99.11,94.19,16,75,3.56,broken clouds
614,Kemijarvi,FI,66.7131,27.4306,39.72,83,24,12.12,few clouds
615,Aykhal,RU,66.0,111.5,15.48,96,100,3.65,overcast clouds
616,Harper,LR,4.375,-7.7169,81.81,80,97,9.33,overcast clouds
617,Hailun,CN,47.45,126.9333,38.61,68,72,9.64,broken clouds
618,Pangody,RU,65.85,74.4859,15.17,90,96,14.88,overcast clouds
619,Zelenoborskiy,RU,66.845,32.3622,35.24,90,29,6.02,scattered clouds
620,Teya,RU,60.3778,92.6267,33.19,95,100,4.18,overcast clouds
621,Dicabisagan,PH,17.0818,122.4157,79.54,85,19,4.12,few clouds
622,Vondrozo,MG,-22.8167,47.2833,65.62,99,85,2.37,overcast clouds
623,Pagudpud,PH,18.5616,120.7868,79.25,82,100,6.08,overcast clouds
624,Puerto Madryn,AR,-42.7692,-65.0385,69.06,37,14,15.32,few clouds
625,Langxiang,CN,46.95,128.8833,36.36,99,100,1.9,moderate rain
626,Shingu,JP,33.7333,135.9833,60.08,77,95,5.5,overcast clouds
627,Karratha,AU,-20.7377,116.8463,76.17,41,0,16.98,clear sky
628,Sangar,RU,63.9242,127.4739,19.06,97,35,1.66,scattered clouds
629,Ajdabiya,LY,30.7554,20.2263,80.74,18,14,16.62,few clouds
630,Rio Negrinho,BR,-26.2544,-49.5183,63.95,59,5,1.92,clear sky
631,Magugu,TZ,-4.0167,35.7667,70.48,63,99,4.14,overcast clouds
632,Godda,IN,24.8333,87.2167,82.65,54,0,4.99,clear sky
633,Inta,RU,66.0317,60.1659,20.91,87,17,4.79,few clouds
634,Brae,GB,60.3964,-1.353,47.16,71,17,17.52,few clouds
635,Brownsville,US,25.9018,-97.4975,91.98,65,5,1.99,clear sky
636,Codajas,BR,-3.8367,-62.0569,85.55,76,100,3.69,heavy intensity rain
637,Ternate,ID,0.8,127.4,81.66,79,100,2.51,overcast clouds
638,Palora,EC,-1.7,-77.9333,77.11,63,92,3.71,overcast clouds
639,Valley,US,45.1277,-116.1262,46.6,66,78,15.17,broken clouds
640,Xai-Xai,MZ,-25.0519,33.6442,68.14,89,0,4.47,clear sky
641,Mago,RU,53.2514,140.1822,29.7,94,100,11.05,light snow
642,Ust-Kuyga,RU,70.0167,135.6,5.38,99,94,5.61,overcast clouds
643,Port Blair,IN,11.6667,92.75,80.64,89,100,5.75,drizzle
644,Bandiagara,ML,14.3501,-3.6104,99.21,12,100,6.58,overcast clouds
645,Fare,PF,-16.7,-151.0167,80.8,75,0,1.72,clear sky
646,Ostrovnoy,RU,68.0531,39.5131,34.23,93,100,16.58,overcast clouds
647,Nola,IT,40.922,14.5329,69.4,75,98,8.01,overcast clouds
648,Alizai,PK,33.5383,70.3462,78.01,31,0,3.98,clear sky
649,Lompoc,US,34.6391,-120.4579,79.7,75,0,23.0,mist
650,Prado,BR,-17.3411,-39.2208,81.03,69,3,7.65,clear sky
651,Tabuk,PH,17.4189,121.4443,74.5,88,11,4.0,few clouds
652,Moerai,PF,-22.4333,-151.3333,77.97,81,70,11.86,broken clouds
653,Santa Rita,BR,-7.1139,-34.9781,83.07,69,75,9.22,broken clouds
654,Linxia,CN,35.6003,103.2064,60.46,55,2,2.84,clear sky
655,Jalu,LY,29.0331,21.5482,80.94,18,98,13.47,overcast clouds
656,Poum,NC,-20.2333,164.0167,76.6,74,2,15.17,clear sky
657,Eureka,US,40.8021,-124.1637,63.75,94,100,16.87,overcast clouds
658,Zhaozhou,CN,45.6833,125.3167,41.4,55,12,7.78,few clouds
659,Rocha,UY,-34.4833,-54.3333,69.58,61,5,4.68,clear sky
660,Hami,CN,42.8,93.45,74.3,33,100,2.08,overcast clouds
661,Eyl,SO,7.9803,49.8164,83.62,79,2,13.18,clear sky
662,Ca Mau,VN,9.1769,105.15,80.13,86,100,4.81,overcast clouds
663,Rochegda,RU,62.8,43.25,42.53,87,100,7.96,overcast clouds
664,Namatanai,PG,-3.6667,152.4333,79.12,82,87,7.31,overcast clouds
665,Sawakin,SD,19.1059,37.3321,81.43,59,2,12.53,clear sky
666,Boende,CD,-0.2167,20.8667,71.65,98,100,2.8,overcast clouds
667,Mombetsu,JP,44.3525,143.3525,52.48,56,97,7.11,overcast clouds
668,Belorechensk,RU,44.76,39.87,44.51,87,100,17.16,overcast clouds
669,Mersing,MY,2.4312,103.8405,80.51,94,20,3.44,few clouds
670,Gubkinskiy,RU,64.434,76.5026,21.16,87,100,25.05,overcast clouds
671,Kailua,US,21.4022,-157.7394,77.14,83,100,8.01,overcast clouds
672,Skelleftea,SE,64.7507,20.9528,54.0,46,20,11.5,few clouds
673,Kayerkan,RU,69.3497,87.7602,6.06,98,99,4.32,overcast clouds
674,Vila,PT,42.0304,-8.1588,61.68,65,100,3.47,overcast clouds
675,Vanderhoof,CA,54.0166,-124.0198,49.23,47,99,9.8,overcast clouds
676,Skogn,NO,63.7,11.2,51.19,96,100,4.43,light rain
677,Hukuntsi,BW,-24.0,21.75,66.24,32,5,6.58,clear sky
678,Monticello,US,45.3055,-93.7941,71.85,31,0,10.36,clear sky
679,Brownsburg,US,39.8434,-86.3978,66.65,88,100,6.91,mist
680,Ossora,RU,59.2353,163.0719,29.01,95,100,2.28,overcast clouds
681,Camacha,PT,33.0833,-16.3333,62.02,72,20,5.75,few clouds
682,Luziania,BR,-16.2525,-47.9503,85.69,47,83,1.25,broken clouds
683,Ust-Kut,RU,56.7938,105.7672,36.16,76,100,3.71,overcast clouds
684,Kolpny,RU,52.2282,37.0368,44.73,66,28,6.53,scattered clouds
685,Kachiry,KZ,53.0675,76.1036,47.88,43,45,18.95,scattered clouds
686,Hailar,CN,49.2,119.7,35.38,24,0,11.61,clear sky
687,Huarmey,PE,-10.0681,-78.1522,70.99,76,6,11.72,clear sky
688,Msowero,TZ,-6.5333,37.2,70.43,86,96,1.74,overcast clouds
689,Hrodna,BY,53.6884,23.8258,50.85,97,93,4.29,overcast clouds
690,Brigantine,US,39.4101,-74.3646,59.04,90,100,10.36,moderate rain
691,Utete,TZ,-7.986,38.758,71.55,98,100,4.0,light rain
692,Najran,SA,17.4924,44.1277,88.45,37,41,12.53,scattered clouds
693,Loviisa,FI,60.4566,26.2251,46.29,74,61,6.78,broken clouds
694,Portland,US,45.5234,-122.6762,59.09,90,100,10.36,overcast clouds
695,Lexington,US,37.9887,-84.4777,69.55,95,100,5.23,overcast clouds
696,Pavino,RU,59.1139,46.1414,38.32,83,36,5.82,scattered clouds
697,Ladysmith,CA,48.9829,-123.8194,52.2,66,75,4.61,broken clouds
698,Uchiza,PE,-8.4592,-76.4633,85.32,57,20,2.86,few clouds
699,Acarau,BR,-2.8856,-40.12,79.38,85,100,12.46,overcast clouds
700,Huanren,CN,41.2647,125.3667,39.11,74,55,2.42,broken clouds
701,Moyale,KE,3.5167,39.0584,68.32,78,100,3.85,overcast clouds
702,Galesong,ID,-5.3166,119.3661,77.02,84,22,5.06,few clouds
703,Asosa,ET,10.0667,34.5333,68.79,63,16,2.26,few clouds
704,Lakes Entrance,AU,-37.8811,147.981,52.16,60,40,17.78,scattered clouds
705,Birjand,IR,32.8663,59.2211,70.27,14,40,0.0,scattered clouds
706,Rovaniemi,FI,66.5,25.7167,42.21,70,0,14.97,clear sky
707,Talnakh,RU,69.4865,88.3972,8.01,97,100,3.71,overcast clouds
708,Laurel,US,39.0993,-76.8483,62.53,97,100,12.66,mist
709,Putina,PE,-15.4667,-69.4333,50.22,50,0,7.31,clear sky
710,Cornesti,RO,44.7833,25.8667,61.2,48,61,5.77,broken clouds
711,Kargil,IN,34.5667,76.1,44.29,53,70,5.88,broken clouds
712,Te Anau,NZ,-45.4167,167.7167,53.56,94,100,2.48,moderate rain
713,Acajutla,SV,13.5928,-89.8275,84.16,73,99,15.28,overcast clouds
714,Ballina,AU,-28.8667,153.5667,66.16,96,100,6.91,overcast clouds
715,Imeni Poliny Osipenko,RU,52.4201,136.4853,23.11,96,97,1.41,overcast clouds
716,Petukhovo,RU,55.0692,67.9019,37.81,50,5,10.96,clear sky
717,Ismailia,EG,30.6043,32.2723,63.19,53,0,7.36,clear sky
718,Gambela,ET,8.25,34.5833,73.9,88,35,3.53,scattered clouds
719,Tezu,IN,27.9167,96.1667,73.58,68,0,4.14,clear sky
720,Puerto Colombia,CO,10.9878,-74.9547,80.69,79,100,5.73,overcast clouds
721,Vaxjo,SE,56.8777,14.8091,54.57,43,100,6.91,overcast clouds
722,Warri,NG,5.5167,5.75,77.16,89,100,4.09,overcast clouds
